Latitude,Longitude,WeekTimeline
37.3331399,126.7910923,912006
37.3346312,126.7940313,913006
37.3331543,126.7965206,914006
37.3302158,126.7963697,915006
37.3283166,126.7975861,916006
37.3254264,126.7952405,917006
37.3230966,126.8016697,918006
37.3177015,126.8142391,919006
37.3172983,126.8220175,920006
37.3163664,126.8394025,921006
37.3160424,126.8453348,922006
37.3155117,126.85012,923006
37.3147414,126.8559499,924006
37.3116353,126.8636412,925006
37.3051357,126.8702486,926006
37.3029117,126.8741149,927006
37.3005871,126.8729336,928006
37.2965431,126.8711484,929006
37.2945661,126.8695842,930006
