Latitude,Longitude,WeekTimeline
37.503508128501764,126.76598197491896,1008003
37.50371732011222,126.76674161166795,1009003
37.50312208719042,126.76721167754967,1010003
37.50475027195161,126.76316114186224,1011003
37.50839588038497,126.7592618718084,1012003
37.5149322510191,126.761036844185,1013003
37.5223039068979,126.7610032508001,1014003
37.52954915605444,126.76091225929,1015003
37.531697361147664,126.76455122600937,1016003
37.5318454806535,126.77759308183565,1017003
37.53195700279996,126.78980312354287,1018003
37.531411974066664,126.79646609779331,1019003
37.52943428450739,126.7970917863386,1020003
