Latitude,Longitude,WeekTimeline
37.5018941,126.9866574,1000003
37.5041021,126.9857723,1001003
37.5061575,126.9904117,1002003
37.509,126.9966257,1003003
37.5051839,126.9845689,1004003
37.5052747,126.9756991,1005003
37.5107995,126.9637492,1006003
37.5169328,126.9487615,1007003
37.517112,126.941071,1008003
37.5177285,126.9397244,1009003
37.5162079,126.9404871,1010003
37.5147243,126.9318123,1011003
37.5149109,126.9258442,1012003
37.5181792,126.916824,1013003
37.5253819,126.9112044,1014003
37.5311532,126.9088491,1015003
37.534957,126.9056249,1016003
37.5381318,126.9001643,1017003
37.5416216,126.8951636,1018003
37.5453281,126.8888963,1019003
37.5481613,126.8887701,1020003
37.5595909,126.8956989,1021003
37.5628361,126.9034062,1022003
37.5633825,126.9077396,1023003
