Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.4952217,127.0381945,1109591,Tuesday,11:09,421,0.9667277844992473
37.495236,127.0382167,1114551,Tuesday,11:14,422,0.9675203523431962
37.4952598,127.0382232,1120111,Tuesday,11:20,424,0.969077286229078
37.4952598,127.0382232,1123141,Tuesday,11:23,424,0.969077286229078
37.4952265,127.0382388,1125191,Tuesday,11:25,425,0.9698416371476434
37.4955221,127.0375579,1133241,Tuesday,11:33,426,0.970596567453391
37.4954752,127.0375073,1138411,Tuesday,11:38,427,0.9713420698132614
37.4955115,127.0375212,1143581,Tuesday,11:43,428,0.9720781369857746
37.4955025,127.0375176,1149161,Tuesday,11:49,429,0.9728047618210993
37.4956137,127.0376154,1154341,Tuesday,11:54,430,0.9735219372611233
37.4955706,127.037747,1159521,Tuesday,11:59,431,0.9742296563395215
37.4952521,127.038222,1205131,Tuesday,12:05,433,0.9756166980054812
