Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.383856,127.1122072,832340,Monday,08:32,102,0.3125717679456445
37.3838582,127.1122177,836150,Monday,08:36,103,0.3155307415617154
37.3375631,127.1017995,1158530,Monday,11:58,143,0.43107362331419263
37.5908921,127.0230072,1221270,Monday,12:21,148,0.44508178443659246
37.590919,127.0229786,1226050,Monday,12:26,149,0.44787055532653613
37.5908855,127.0230136,1234500,Monday,12:34,150,0.4506549757999452
37.5909169,127.0229797,1240040,Monday,12:40,152,0.45621065735316296
37.5908965,127.0230086,1248450,Monday,12:48,153,0.4589818644675377
37.5908959,127.0230053,1250170,Monday,12:50,154,0.4617486132350339
37.5908953,127.0230045,1255340,Monday,12:55,155,0.4645108767806776
37.5908983,127.0230017,1300520,Monday,13:00,156,0.467268628273062
37.5908944,127.0230152,1311220,Monday,13:11,158,0.472770487991827
37.5909233,127.0229636,1316270,Monday,13:16,159,0.4755145427755752
37.5908921,127.0230072,1321440,Monday,13:21,160,0.47825397862131824
37.5908928,127.0230038,1327000,Monday,13:27,161,0.48098876891938763
37.590895,127.0229939,1411280,Monday,14:11,170,0.5053884639021308
37.5908893,127.023008,1416540,Monday,14:16,171,0.5080753452465294
37.591065,127.0227948,1421460,Monday,14:21,172,0.5107572913716856
37.5912396,127.022447,1427170,Monday,14:27,173,0.5134342762263603
37.5911552,127.0188094,1432320,Monday,14:32,174,0.5161062738075066
37.5567412,126.9758782,1703070,Monday,17:03,204,0.5938201855735017
37.556756,126.9758665,1713460,Monday,17:13,206,0.5988239313430003
37.5567486,126.9758734,1718540,Monday,17:18,207,0.6013170912984058
37.5567526,126.9758696,1732570,Monday,17:32,210,0.6087614290087207
37.3838587,127.1122224,1824300,Monday,18:24,220,0.6331879092341398
37.3838536,127.1122144,1829450,Monday,18:29,221,0.6355971185382545
