Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.63616464731078,127.21640709649068,615002,Wednesday,06:15,651,0.8968727415326884
37.63955116312879,127.20823733230156,620002,Wednesday,06:20,652,0.895489924657301
37.64619110251284,127.19027614203236,625002,Wednesday,06:25,653,0.8940984093887541
37.64314158200828,127.15646925975496,630002,Wednesday,06:30,654,0.8926982092436114
37.6494491848562,127.12432303902024,635002,Wednesday,06:35,655,0.8912893378227984
37.70319501239565,127.04339840738214,640002,Wednesday,06:40,656,0.8898718088114685
37.69674412897481,126.94690328887027,645002,Wednesday,06:45,657,0.8884456359788723
37.672546042463736,126.86946538874204,650002,Wednesday,06:50,658,0.8870108331782216
37.69563720977572,126.8181544084734,655002,Wednesday,06:55,659,0.8855674143465568
37.7450847072038,126.79343221685818,700002,Wednesday,07:00,660,0.8841153935046098
37.75953900225562,126.78087978767594,705002,Wednesday,07:05,661,0.882654784756669
