Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.2932245796121,127.04817882393311,745006,Sunday,07:45,1821,-0.5710206368489551
37.29054080668928,127.0896742628478,750006,Sunday,07:50,1822,-0.5684592907048924
37.23713226666257,127.10579929600526,755006,Sunday,07:55,1823,-0.565892422798641
37.17959084441095,127.09600171315088,800006,Sunday,08:00,1824,-0.563320058063622
37.13019035636648,127.09229912768336,805006,Sunday,08:05,1825,-0.5607422214866482
37.04894967057409,127.13644402407242,810006,Sunday,08:10,1826,-0.5581589381076837
36.98079589385961,127.16125541379468,815006,Sunday,08:15,1827,-0.5555702330196022
36.89159397158432,127.18911191655124,820006,Sunday,08:20,1828,-0.552976131367939
36.82185392352246,127.16645009052104,825006,Sunday,08:25,1829,-0.5503766583506519
36.76470822180586,127.17728217084787,830006,Sunday,08:30,1830,-0.5477718392178714
36.72314874454225,127.14152944898277,835006,Sunday,08:35,1831,-0.5451616992716584
36.69009116731757,127.11845442612582,840006,Sunday,08:40,1832,-0.5425462638657592
36.632091945956645,127.12001120994825,845006,Sunday,08:45,1833,-0.5399255584053566
36.57285039624679,127.11399915065844,850006,Sunday,08:50,1834,-0.5372996083468234
36.51522529683757,127.11109949630789,855006,Sunday,08:55,1835,-0.5346684391974792
36.47526653545444,127.08743067867506,900006,Sunday,09:00,1836,-0.5320320765153368
36.43196166743825,127.07885094775747,905006,Sunday,09:05,1837,-0.5293905459088566
36.37939173854618,127.07401188460788,910006,Sunday,09:10,1838,-0.5267438730367006
36.30684470867655,127.06959157911194,915006,Sunday,09:15,1839,-0.5240920836074779
36.22863772781204,127.05448184770115,920006,Sunday,09:20,1840,-0.5214352033794978
36.153384248297336,127.05695789974796,925006,Sunday,09:25,1841,-0.5187732581605214
36.0966013031865,127.0863861892148,930006,Sunday,09:30,1842,-0.5161062738075062
36.03467689712477,127.10266384322968,935006,Sunday,09:35,1843,-0.5134342762263602
35.978099796920475,127.10693010806963,940006,Sunday,09:40,1844,-0.5107572913716857
35.92090391319375,127.0744356142872,945006,Sunday,09:45,1845,-0.5080753452465291
35.8703957459065,127.05183488470936,950006,Sunday,09:50,1846,-0.5053884639021307
35.82569108409614,127.03947328428904,955006,Sunday,09:55,1847,-0.502696673437667
35.825059601182105,127.06970429332104,1000006,Sunday,10:00,1848,-0.49999999999999967
35.81818680847964,127.0968936372649,1005006,Sunday,10:05,1849,-0.49729846978342346
