Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.0078973,127.2797451,615004,Friday,06:15,1227,-0.6307725494226584
37.0072747,127.2823051,620004,Friday,06:20,1228,-0.6331879092341397
37.015001,127.3135796,625004,Friday,06:25,1229,-0.6355971185382545
37.0297423,127.3429652,630004,Friday,06:30,1230,-0.6380001539330088
37.0507727,127.364054,635004,Friday,06:35,1231,-0.6403969920763791
37.0730243,127.397912,640004,Friday,06:40,1232,-0.6427876096865393
37.0805493,127.4347225,645004,Friday,06:45,1233,-0.6451719835420877
37.092872,127.4498367,650004,Friday,06:50,1234,-0.6475500904822706
37.1647353,127.4402616,655004,Friday,06:55,1235,-0.6499219074072085
37.2192975,127.4327299,700004,Friday,07:00,1236,-0.6522874112781212
37.2457267,127.4780897,705004,Friday,07:05,1237,-0.6546465791175496
37.2404596,127.5592738,710004,Friday,07:10,1238,-0.6569993880095807
37.24529,127.5872584,715004,Friday,07:15,1239,-0.6593458151000688
37.3034173,127.5828571,720004,Friday,07:20,1240,-0.6616858375968595
37.2977583,127.6024745,725004,Friday,07:25,1241,-0.6640194327700084
37.301147,127.6246841,730004,Friday,07:30,1242,-0.6663465779520041
