Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
36.66149658479278,126.67751298746116,1140002,Wednesday,11:40,716,0.7895433483002354
36.65454558838058,126.72631291378688,1145002,Wednesday,11:45,717,0.7876268391214755
36.66686436220972,126.7755074164249,1150002,Wednesday,11:50,718,0.7857026792838736
36.67624131404714,126.77462498932366,1155002,Wednesday,11:55,719,0.7837708874778678
36.63053305377191,126.83668733408533,1200002,Wednesday,12:00,720,0.7818314824680299
36.58958125178903,126.91278998558164,1205002,Wednesday,12:05,721,0.7798844830928817
36.54965701553436,126.98722474956448,1210002,Wednesday,12:10,722,0.7779299082647149
36.48561978955431,127.0415066721206,1215002,Wednesday,12:15,723,0.775967776969405
36.47526532231464,127.08743152844508,1220002,Wednesday,12:20,724,0.7739981082662275
36.43196206838806,127.07885262185609,1225002,Wednesday,12:25,725,0.7720209212876734
36.37939162152735,127.07401136422908,1230002,Wednesday,12:30,726,0.7700362352392627
36.30684416841804,127.06959210865394,1235002,Wednesday,12:35,727,0.7680440693993584
36.22863710442854,127.0544820093132,1240002,Wednesday,12:40,728,0.766044443118978
36.15338320417506,127.0569586953845,1245002,Wednesday,12:45,729,0.7640373758216074
36.09660086455815,127.08638561456804,1250002,Wednesday,12:50,730,0.7620228870030106
36.034676394225855,127.10266520193642,1255002,Wednesday,12:55,731,0.7600009962310417
35.97809920542928,127.1069313283216,1300002,Wednesday,13:00,732,0.7579717231454529
35.92090297581579,127.07443586436952,1305002,Wednesday,13:05,733,0.7559350874577061
35.87039508909599,127.05183415516588,1310002,Wednesday,13:10,734,0.75389110895078
35.8256917590683,127.03947475356034,1315002,Wednesday,13:15,735,0.7518398074789774
35.825060931486384,127.06970396200414,1320002,Wednesday,13:20,736,0.7497812029677341
35.818186712601275,127.09689445710968,1325002,Wednesday,13:25,737,0.7477153154134241
