Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.2899459,127.0532796,740006,Sunday,07:40,1820,-0.5735764363510457
37.2954079,127.0479354,745006,Sunday,07:45,1821,-0.5710206368489551
37.2895957,127.1010997,750006,Sunday,07:50,1822,-0.5684592907048924
37.2314913,127.1069366,755006,Sunday,07:55,1823,-0.565892422798641
37.1685078,127.0923993,800006,Sunday,08:00,1824,-0.563320058063622
37.1169083,127.1104124,805006,Sunday,08:05,1825,-0.5607422214866482
37.0385395,127.1381016,810006,Sunday,08:10,1826,-0.5581589381076837
36.9555275,127.1817574,815006,Sunday,08:15,1827,-0.5555702330196022
36.866085,127.1863584,820006,Sunday,08:20,1828,-0.552976131367939
36.8051266,127.1650014,825006,Sunday,08:25,1829,-0.5503766583506519
36.7596412,127.1673292,830006,Sunday,08:30,1830,-0.5477718392178714
36.7207164,127.1350618,835006,Sunday,08:35,1831,-0.5451616992716584
36.6771982,127.1161374,840006,Sunday,08:40,1832,-0.5425462638657592
36.6224946,127.120275,845006,Sunday,08:45,1833,-0.5399255584053566
36.5632142,127.1114228,850006,Sunday,08:50,1834,-0.5372996083468234
36.5084124,127.1089375,855006,Sunday,08:55,1835,-0.5346684391974792
36.4644994,127.0905994,900006,Sunday,09:00,1836,-0.5320320765153368
36.4260821,127.080991,905006,Sunday,09:05,1837,-0.5293905459088566
36.3654706,127.0713296,910006,Sunday,09:10,1838,-0.5267438730367006
36.2923931,127.0651447,915006,Sunday,09:15,1839,-0.5240920836074779
36.2191975,127.0515357,920006,Sunday,09:20,1840,-0.5214352033794978
36.1398727,127.0646575,925006,Sunday,09:25,1841,-0.5187732581605214
36.0874757,127.0967131,930006,Sunday,09:30,1842,-0.5161062738075062
36.0144223,127.1034288,935006,Sunday,09:35,1843,-0.5134342762263602
35.9608529,127.1032454,940006,Sunday,09:40,1844,-0.5107572913716857
35.9143242,127.0639991,945006,Sunday,09:45,1845,-0.5080753452465291
35.8529908,127.050062,950006,Sunday,09:50,1846,-0.5053884639021307
35.8226079,127.0430123,955006,Sunday,09:55,1847,-0.502696673437667
35.8249065,127.0755706,1000006,Sunday,10:00,1848,-0.49999999999999967
35.8189813,127.10225,1005006,Sunday,10:05,1849,-0.49729846978342346
