Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.00730292709793,127.28008660178172,620004,Friday,06:20,1228,-0.6331879092341397
37.01028110715691,127.284887170096,625004,Friday,06:25,1229,-0.6355971185382545
37.01718191803828,127.32145268633242,630004,Friday,06:30,1230,-0.6380001539330088
37.03116491939214,127.349487515901,635004,Friday,06:35,1231,-0.6403969920763791
37.05682473653516,127.36561960419137,640004,Friday,06:40,1232,-0.6427876096865393
37.07071375227112,127.4109076787149,645004,Friday,06:45,1233,-0.6451719835420877
37.08130013742897,127.43940829013648,650004,Friday,06:50,1234,-0.6475500904822706
37.09907326641351,127.44592015111252,655004,Friday,06:55,1235,-0.6499219074072085
37.17821468323751,127.4412575881314,700004,Friday,07:00,1236,-0.6522874112781212
37.22915079162839,127.4288815021298,705004,Friday,07:05,1237,-0.6546465791175496
37.24512540706579,127.49671021585564,710004,Friday,07:10,1238,-0.6569993880095807
37.237806924874384,127.57649270784398,715004,Friday,07:15,1239,-0.6593458151000688
37.25384055924998,127.58811391315398,720004,Friday,07:20,1240,-0.6616858375968595
37.3025257225213,127.5864063759258,725004,Friday,07:25,1241,-0.6640194327700084
37.29761486352396,127.61170104252984,730004,Friday,07:30,1242,-0.6663465779520041
37.30117613009819,127.62688080472236,735004,Friday,07:35,1243,-0.6686672505379869
