Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.2899459,127.0532796,820005,Saturday,08:20,1540,-0.9961946980917455
37.2954079,127.0479354,825005,Saturday,08:25,1541,-0.9959182254710728
37.2895957,127.1010997,830005,Saturday,08:30,1542,-0.9956320789411338
37.2314913,127.1069366,835005,Saturday,08:35,1543,-0.9953362612814293
37.1685078,127.0923993,840005,Saturday,08:40,1544,-0.9950307753654014
37.1169083,127.1104124,845005,Saturday,08:45,1545,-0.994715624160405
37.0385395,127.1381016,850005,Saturday,08:50,1546,-0.9943908107276798
36.9555275,127.1817574,855005,Saturday,08:55,1547,-0.9940563382223196
36.866085,127.1863584,900005,Saturday,09:00,1548,-0.9937122098932426
36.8051266,127.1650014,905005,Saturday,09:05,1549,-0.9933584290831591
36.7573216,127.2186262,910005,Saturday,09:10,1550,-0.9929949992285395
36.7343497,127.286987,915005,Saturday,09:15,1551,-0.9926219238595808
36.702908,127.3477,920005,Saturday,09:20,1552,-0.9922392066001721
36.6528788,127.3729924,925005,Saturday,09:25,1553,-0.9918468511678595
36.6200001,127.3881453,930005,Saturday,09:30,1554,-0.9914448613738104
36.6266868,127.4239631,935005,Saturday,09:35,1555,-0.9910332411227757
36.6339199,127.4461985,940005,Saturday,09:40,1556,-0.9906119944130528
36.6354556,127.4745657,945005,Saturday,09:45,1557,-0.9901811253364455
