Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.1999622407472,126.82960515231257,600001,Tuesday,06:00,360,0.9009688679024191
37.22163015107312,126.8372011825315,605001,Tuesday,06:05,361,0.9023167577313267
37.23250646909451,126.86092110395052,610001,Tuesday,06:10,362,0.9036558828542366
37.23869995499617,126.92692837902833,615001,Tuesday,06:15,363,0.90498623026348
37.26714945222785,126.94893561451148,620001,Tuesday,06:20,364,0.9063077870366499
37.30865829325665,126.96642427958092,625001,Tuesday,06:25,365,0.9076205403367287
37.3473561463454,126.9844205406761,630001,Tuesday,06:30,366,0.9089244774122108
37.38819623799616,127.00560308623318,635001,Tuesday,06:35,367,0.9102195855972284
37.40409303744519,127.08989920936064,640001,Tuesday,06:40,368,0.9115058523116731
37.42716283463713,127.13801041894313,645001,Tuesday,06:45,369,0.9127832650613189
37.40283236032582,127.19225571860748,650001,Tuesday,06:50,370,0.9140518114379431
37.39653746974392,127.2360803306678,655001,Tuesday,06:55,371,0.9153114791194471
37.42542329696201,127.25521525699833,700001,Tuesday,07:00,372,0.9165622558699762
