Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.4953279,126.8875867,1500006,Sunday,15:00,1908,-0.3302790619551673
37.5159647,126.8827967,1505006,Sunday,15:05,1909,-0.3273356997916099
37.5400616,126.8894362,1510006,Sunday,15:10,1910,-0.32438915803380713
37.5685043,126.9175824,1515006,Sunday,15:15,1911,-0.32143946530316186
37.5929335,126.9455032,1520006,Sunday,15:20,1912,-0.31848665025168416
37.6070577,126.9746864,1525006,Sunday,15:25,1913,-0.31553074156171546
37.6017896,127.0213731,1530006,Sunday,15:30,1914,-0.312571767945644
37.6023066,127.0407931,1535006,Sunday,15:35,1915,-0.30960975814563285
37.6108436,127.0725523,1540006,Sunday,15:40,1916,-0.3066447409333345
37.6341023,127.0623798,1545006,Sunday,15:45,1917,-0.30367674510961434
37.6544993,127.0552993,1550006,Sunday,15:50,1918,-0.300705799504273
