Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.6361649,127.2164075,610002,Wednesday,06:10,650,0.8982468465828441
37.6395511,127.2082383,615002,Wednesday,06:15,651,0.8968727415326884
37.6461906,127.1902771,620002,Wednesday,06:20,652,0.895489924657301
37.6431424,127.1564692,625002,Wednesday,06:25,653,0.8940984093887541
37.6494493,127.124324,630002,Wednesday,06:30,654,0.8926982092436114
37.7031951,127.0433977,635002,Wednesday,06:35,655,0.8912893378227984
37.696744,126.9469032,640002,Wednesday,06:40,656,0.8898718088114685
37.672546,126.8694653,645002,Wednesday,06:45,657,0.8884456359788723
37.6956363,126.818155,650002,Wednesday,06:50,658,0.8870108331782216
37.7450838,126.793432,655002,Wednesday,06:55,659,0.8855674143465568
37.7595388,126.7808793,700002,Wednesday,07:00,660,0.8841153935046098
