Latitude,Longitude,WeekTimeline,Week,Time,Week_Time,Week_Time_Sin
37.00730141337591,127.28008822681392,620004,Friday,06:20,1228,-0.6331879092341397
37.01028200234212,127.2848871590138,625004,Friday,06:25,1229,-0.6355971185382545
37.0171837049212,127.32145274727654,630004,Friday,06:30,1230,-0.6380001539330088
37.03116321635666,127.34948748687884,635004,Friday,06:35,1231,-0.6403969920763791
37.056825636535,127.36562014098698,640004,Friday,06:40,1232,-0.6427876096865393
37.07071338076548,127.41090881909903,645004,Friday,06:45,1233,-0.6451719835420877
37.08129954551077,127.43940903616551,650004,Friday,06:50,1234,-0.6475500904822706
37.09907210103451,127.44591977175156,655004,Friday,06:55,1235,-0.6499219074072085
37.17821448050826,127.4412575169204,700004,Friday,07:00,1236,-0.6522874112781212
37.229150749629575,127.42888124133296,705004,Friday,07:05,1237,-0.6546465791175496
37.24512402806123,127.4967117970729,710004,Friday,07:10,1238,-0.6569993880095807
37.237807689352806,127.5764921749584,715004,Friday,07:15,1239,-0.6593458151000688
37.25384017607689,127.58811432098604,720004,Friday,07:20,1240,-0.6616858375968595
37.30252519827405,127.5864053359248,725004,Friday,07:25,1241,-0.6640194327700084
37.29761491861437,127.6117013039562,730004,Friday,07:30,1242,-0.6663465779520041
37.30117768390843,127.62688052567871,735004,Friday,07:35,1243,-0.6686672505379869
