Latitude,Longitude,WeekTimeline
37.42038163474191,127.12656919290292,1010003
37.41877470689014,127.12499855020259,1011003
37.41760581884643,127.12457454161722,1012003
37.416810974313506,127.12662431315599,1013003
37.41785529963101,127.12885442799075,1014003
37.42169355243774,127.12896541962584,1015003
37.42887529369346,127.1294660872258,1016003
37.43060876599328,127.12928741793554,1017003
37.43364524795167,127.12887915537296,1018003
37.43778308946447,127.12830412999439,1019003
37.439975296089905,127.12863642183763,1020003
37.44104946241873,127.13222310632705,1021003
37.44270786690347,127.1378037582909,1022003
37.44355515802266,127.14070948065834,1023003
37.44429939148224,127.1430614666062,1024003
37.44625472621231,127.14538297980177,1025003
37.44864154393954,127.14546302194528,1026003
