Latitude,Longitude,WeekTimeline
37.53792330371765,126.73782337459077,1000006
37.54271564359192,126.73936307373063,1001006
37.54311503165168,126.73405216302065,1002006
37.54329826584294,126.72776486520729,1003006
37.54361628587861,126.72129561114241,1004006
37.5438089562912,126.71635014417022,1005006
37.54621302155328,126.70900077587363,1006006
37.55094241944486,126.69851141477822,1007006
37.551894567151166,126.6889062761135,1008006
37.55205379221237,126.68177679354379,1009006
37.54525267153673,126.67690881076916,1010006
