Latitude,Longitude,WeekTimeline
37.652106936256374,126.6717270026218,1546006
37.655427690179366,126.66921983082399,1547006
37.659307047118325,126.66695691797895,1548006
37.66151672654871,126.66444756089092,1549006
37.66288834850099,126.65951746084076,1550006
37.664905331264315,126.65415127851864,1551006
37.668363784993446,126.64748381086008,1552006
37.670465900124526,126.64342036661427,1553006
37.67514087487975,126.6343671242169,1554006
37.6775166803238,126.63014548681147,1555006
37.68092179180659,126.63207443055107,1556006
37.684843320184164,126.63151291764126,1557006
37.69687611826793,126.63460117232378,1558006
37.702812985817346,126.63687704526023,1559006
37.71006141806093,126.63688334784969,1600006
37.715325145948626,126.63711139212302,1601006
37.71871005199136,126.63553951210186,1602006
37.71992678818532,126.63423279988172,1603006
37.71973067903684,126.63206089849992,1604006
