Latitude,Longitude,WeekTimeline
37.4700192,127.127826,640002
37.4707837,127.1267489,641002
37.4758225,127.1270767,642002
37.4766803,127.1213146,643002
37.4792366,127.1174064,644002
37.4809607,127.112378,645002
37.4869665,127.1077365,646002
37.4921579,127.1019299,647002
37.4987941,127.0837301,648002
37.5017336,127.0724183,649002
37.5053548,127.0685689,650002
37.515291,127.0672364,651002
37.518885,127.0653666,652002
37.5226491,127.061239,653002
37.5272331,127.0546367,654002
37.5302162,127.0450869,655002
37.5337171,127.0319476,656002
37.5339665,127.0268991,657002
37.5297104,127.0224543,658002
37.5240193,127.0162526,659002
37.5201979,127.0121672,700002
37.5130529,127.0037611,701002
37.508734,126.9953455,702002
37.5044081,126.9825615,703002
37.5045105,126.9751263,704002
37.5056909,126.970787,705002
37.5066227,126.967747,706002
37.5074243,126.965612,707002
37.5102582,126.9624496,708002
37.5120334,126.9597722,709002
37.5131064,126.9553424,710002
37.5136582,126.9520626,711002
