Latitude,Longitude,WeekTimeline
37.573655,126.979007,1000001
37.5738485,126.9795628,1001001
37.5725068,126.9800535,1002001
37.5722501,126.9811129,1003001
37.5718494,126.9830544,1004001
37.5685752,126.9827407,1005001
37.5647791,126.9824126,1006001
37.5619428,126.9812252,1007001
37.5587464,126.9828359,1008001
37.5567143,126.9831273,1009001
37.5458968,126.9875875,1010001
37.5412794,126.9878523,1011001
37.5379639,126.9867419,1012001
37.5345494,126.9873245,1013001
37.5311181,126.9904706,1014001
37.5257889,126.9918491,1015001
37.5218385,126.9935824,1016001
37.52017,126.9946088,1017001
37.5227494,127.0006991,1018001
37.5257231,127.0030683,1019001
37.5304303,127.0109325,1020001
37.5342556,127.0137587,1021001
37.5403856,127.0176739,1022001
37.5436481,127.0231272,1023001
37.5460673,127.0289757,1024001
37.5439583,127.0356124,1025001
37.5419181,127.0350375,1026001
37.5399153,127.0384922,1027001
37.5373319,127.0449668,1028001
37.5327416,127.0614787,1029001
37.5316805,127.0658005,1030001
37.5280093,127.078244,1031001
37.5277076,127.0864872,1032001
37.5301048,127.087917,1033001
37.5326077,127.0852774,1034001
37.536212,127.0837022,1035001
37.5383266,127.0831958,1036001
