Latitude,Longitude,WeekTimeline
37.257394789855404,126.97188885779224,743001
37.26019270083185,126.97065884799045,744001
37.25839005192154,126.97807061813671,745001
37.258269843190774,126.98505986273851,746001
37.259869042225525,126.99018763592437,747001
37.26393339897884,127.00166377692986,748001
37.26362757186966,127.00775161214332,749001
37.26571684939628,127.00840681599706,750001
37.26657822821446,127.00922455365883,751001
37.26850498330674,127.00924377079117,752001
37.2704190242085,127.01127527669118,753001
37.27188742683972,127.0146712189768,754001
37.274265354657935,127.01654622343726,755001
37.27682504923931,127.0167117972482,756001
37.27823777335332,127.01671265278199,757001
37.28079095045657,127.01661146535237,758001
37.28184884992375,127.01786691826754,759001
37.2822916580778,127.0205368904829,800001
